ProjectName,Scenario,Watershed,WeppID,WeppChnID,TopazID,Length (m),Channel Area (ha),Contributing Channel Area (ha),Discharge (mm),Sediment Yield (tonne),Channel Erosion (tonne),Width,Order,Slope,Landuse,LanduseDesc,Soil,SoilDesc,ChannelType,Solub. React. P (kg/ha),Particulate P (kg/ha),Total P (kg/ha)
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,1,70,304,1031.543289325507,3.0946298679765207,31.51,1531.428752776896,0.0,0.0,1,1,0.13312326696471702,102,Tahoe Old Forest,61824-Volcanic-102,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)","Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.7109089273537289,0.0,0.7109089273537289
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,2,71,294,234.8528137423857,0.7045584412271572,12.17,1541.9235825801152,0.0,0.0,1,1,0.14814385069687475,102,Tahoe Old Forest,61863-Volcanic-102,"Bull Run silt loam, 30 to 60 percent slopes (SPM)","Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.9935300736455338,0.0,1.1354629413091817
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,3,72,284,314.5584412271571,0.9436753236814713,16.77,2047.810971973763,0.0,0.0,1,1,0.32517170587615013,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",1.695498398493744,0.0,1.695498398493744
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,4,73,274,330.0,0.99,28.47,2334.86195995785,0.0,0.0,1,1,0.051667,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",3.333333333333333,0.0,3.333333333333333
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,5,74,264,569.1168824543144,1.707350647362943,33.0,2189.413939393939,0.0,0.0,1,1,0.12353219643117816,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",2.108529964574245,0.0,2.108529964574245
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,6,75,254,229.7056274847714,0.6891168824543142,18.02,2125.138734739179,0.0,0.0,1,1,0.12632288498875988,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",2.7571520135061593,0.0,2.7571520135061593
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,7,76,244,102.42640687119285,0.3072792206135786,18.64,2116.092811158798,0.0,0.0,1,1,0.1054403932825857,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",6.508738195854499,0.0,6.508738195854499
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,8,77,234,409.70562748477147,1.2291168824543144,25.6,1965.56953125,0.0,0.0,1,1,0.08852955861742826,102,Tahoe Old Forest,61784-Volcanic-102,"Kinzel-Divers-Goodlow association, moderately steep (SPM)","Kinzel-Divers-Goodlow association, moderately steep (SPM)",2.0339806862045307,0.0,2.0339806862045307
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,9,78,224,144.8528137423857,0.43455844122715714,47.68,2042.1856124161075,0.0,0.0,1,1,0.025928980156401965,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",11.045694996615866,0.0,11.045694996615866
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,10,79,214,384.8528137423857,1.1545584412271572,90.26,2087.1426988699313,0.0,0.0,2,2,0.03039771907357834,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",8.055027504814062,0.0,8.055027504814062
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,11,80,204,162.42640687119285,0.4872792206135786,125.0,2117.00928,0.0,0.0,2,2,0.039815,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",26.88397010548607,0.0,26.88397010548607
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,12,81,194,187.27922061357853,0.5618376618407356,158.37,2165.001641725074,0.0,0.0,2,2,0.014349670657493988,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",30.079863184377714,0.0,30.079863184377714
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,13,82,184,324.8528137423857,0.9745584412271572,19.11,2373.561486132915,0.0,0.0,1,1,0.043233704027930774,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",2.2574326042774566,0.0,2.2574326042774566
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,14,83,174,302.13203435596427,0.9063961030678928,184.47,2200.507887461376,0.0,0.0,2,2,0.08053839929793591,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",22.06540819439282,0.0,22.06540819439282
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,15,84,164,272.13203435596427,0.8163961030678928,21.54,2163.3068709377903,0.0,0.0,1,1,0.08865837554475539,102,Tahoe Old Forest,61784-Volcanic-102,"Kinzel-Divers-Goodlow association, moderately steep (SPM)","Kinzel-Divers-Goodlow association, moderately steep (SPM)",2.8172598954808192,0.0,2.8172598954808192
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,16,85,154,349.70562748477147,1.0491168824543142,21.18,2398.3966005665725,0.0,0.0,1,1,0.14043370622301327,102,Tahoe Old Forest,61785-Volcanic-102,"Kinzel-Divers-Goodlow association, steep (SPM)","Kinzel-Divers-Goodlow association, steep (SPM)",2.38295660074736,0.0,2.38295660074736
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,17,86,144,471.8376618407358,1.4155129855222075,62.12,2294.5431423052155,0.0,0.0,1,1,0.15111462966023612,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",4.945203662273418,0.0,4.945203662273418
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,18,87,134,1158.8225099390856,3.476467529817257,298.48,2265.4541007772714,0.0,0.0,2,2,0.057673351525048704,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",9.26227549195393,0.0,9.26227549195393
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,19,88,124,1031.543289325507,3.0946298679765207,31.51,2330.4592192954615,0.0,0.0,1,1,0.21433348656716558,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",1.16330551748792,0.0,1.16330551748792
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,20,89,114,294.8528137423857,0.8845584412271572,15.42,2380.0810635538264,0.0,0.0001,1,1,0.3764237349953131,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",2.034913597684785,0.0,2.034913597684785
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,21,90,104,539.1168824543144,1.6173506473629429,18.86,2388.925238600212,0.0,0.0,1,1,0.30244187421610347,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",1.3602492468699074,0.0,1.3602492468699074
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,22,91,94,30.0,0.09,35.73,2387.0688497061296,0.0,0.0,1,1,0.13667,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",46.66666666666667,0.0,46.66666666666667
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,23,92,84,30.0,0.09,68.15,2361.5288334556126,0.0,0.0,2,2,0.12333,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",86.66666666666667,0.0,86.66666666666667
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,24,93,74,1094.5584412271571,3.2836753236814715,422.46,2272.6746200823745,0.0,0.0,2,3,0.11507319227303331,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",13.70415633831561,0.0,13.70415633831561
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,25,94,64,367.27922061357856,1.1018376618407357,455.87,2250.6554280825676,0.0,0.0012,2,3,0.12261022655783028,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",43.382071293646895,0.0,43.382071293646895
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,26,95,54,349.70562748477147,1.0491168824543142,13.26,2014.4841628959273,0.0,0.0003,1,1,0.4811198899272027,102,Tahoe Old Forest,61786-Volcanic-102,"Kinzel-Lastance-Rubble land association, very steep (SPM)","Kinzel-Lastance-Rubble land association, very steep (SPM)",1.239137432388627,0.0,1.239137432388627
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,27,96,44,1520.9545442950496,4.562863632885148,534.87,2162.260736253669,0.2,0.2385,2,3,0.14945774417440744,102,Tahoe Old Forest,61863-Volcanic-102,"Bull Run silt loam, 30 to 60 percent slopes (SPM)","Bull Run silt loam, 30 to 60 percent slopes (SPM)",11.681260780151309,0.04383212300244394,11.725092903153753
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,28,97,34,247.2792206135785,0.7418376618407355,553.39,2139.819747375269,0.3,0.0,2,3,0.10389075780036229,102,Tahoe Old Forest,61863-Volcanic-102,"Bull Run silt loam, 30 to 60 percent slopes (SPM)","Bull Run silt loam, 30 to 60 percent slopes (SPM)",73.46620804445024,0.40440114519880865,73.73580880791611
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,29,98,24,397.27922061357856,1.1918376618407358,591.28,2099.18135232039,0.3,0.0,2,3,0.0695409569817608,102,Tahoe Old Forest,61863-Volcanic-102,"Bull Run silt loam, 30 to 60 percent slopes (SPM)","Bull Run silt loam, 30 to 60 percent slopes (SPM)",47.90920930608268,0.2517121329566515,48.16092143903933
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,1,38,164,881.5432893255071,2.644629867976521,27.36,1537.2562134502923,0.0,0.0003,1,1,0.15694365555034578,102,Tahoe Old Forest,61826-Volcanic-102,"Aschoff cobbly loam, 60 to 80 percent slopes (SPM)","Aschoff cobbly loam, 60 to 80 percent slopes (SPM)",0.642812070068889,0.0,0.642812070068889
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,2,39,154,1788.8225099390856,5.366467529817258,66.51,2489.292286874154,0.0,0.0004,1,1,0.10313297054881425,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",1.4721043137046645,0.0,1.4721043137046645
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,3,40,144,372.42640687119285,1.1172792206135786,18.49,2398.5327203893994,0.0,0.0,1,1,0.12024919647604654,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",1.9690691095031925,0.0,1.9690691095031925
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,4,41,134,2480.0714267493645,7.440214280248092,141.85,2195.1720831864645,3.0,2.9535,1,1,0.16683452888875464,102,Tahoe Old Forest,61858-Volcanic-102,"Zygore gravelly loam, 30 to 60 percent slopes (SPM)","Zygore gravelly loam, 30 to 60 percent slopes (SPM)",1.9354281284919976,0.4032141934358328,2.3386423219278303
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,5,42,124,277.2792206135785,0.8318376618407356,188.98,2015.816858926871,3.2,0.2081,2,2,0.14979247224158396,102,Tahoe Old Forest,61826-Volcanic-102,"Aschoff cobbly loam, 60 to 80 percent slopes (SPM)","Aschoff cobbly loam, 60 to 80 percent slopes (SPM)",21.03775869113097,3.8469044463782347,24.764447373559886
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,6,43,114,409.70562748477147,1.2291168824543144,22.09,2373.2838388411046,0.0,0.0,1,1,0.158599017992538,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",2.1153399136527122,0.0,2.1153399136527122
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,7,44,104,776.9848480983501,2.3309545442950506,26.9,2355.9420074349446,0.0,0.0,1,1,0.15748876161453393,102,Tahoe Old Forest,61785-Volcanic-102,"Kinzel-Divers-Goodlow association, steep (SPM)","Kinzel-Divers-Goodlow association, steep (SPM)",1.3299272641704523,0.0,1.3299272641704523
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,8,45,94,3162.7922061357854,9.488376618407356,147.76,2034.6575527883056,0.8,0.7887000000000001,1,1,0.16068822895481136,102,Tahoe Old Forest,61858-Volcanic-102,"Zygore gravelly loam, 30 to 60 percent slopes (SPM)","Zygore gravelly loam, 30 to 60 percent slopes (SPM)",1.559803177636114,0.0843136852776278,1.6441168629137417
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,9,46,84,284.5584412271571,0.8536753236814713,345.35,2008.4081366729404,4.1,0.0953,2,2,0.09704388297780826,102,Tahoe Old Forest,61826-Volcanic-102,"Aschoff cobbly loam, 60 to 80 percent slopes (SPM)","Aschoff cobbly loam, 60 to 80 percent slopes (SPM)",38.539242130273706,4.802762697085781,43.34200482735949
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,10,47,74,416.98484809835,1.25095454429505,16.33,1502.2247397428048,0.0,0.0001,1,1,0.15015856666712696,102,Tahoe Old Forest,61862-Volcanic-102,"Bull Run silt loam, 15 to 30 percent slopes (SPM)","Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.7993895578064586,0.0,0.7993895578064586
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,11,48,64,1787.9393923933997,5.363818177180199,38.25,1936.7213071895424,0.0,0.0047,1,1,0.19387219622906052,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.6898071257786592,0.0,0.6898071257786592
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,12,49,54,157.27922061357856,0.47183766184073567,54.87,1804.5015491160927,1.7,1.7308,1,1,0.38784110034373026,102,Tahoe Old Forest,61862-Volcanic-102,"Bull Run silt loam, 15 to 30 percent slopes (SPM)","Bull Run silt loam, 15 to 30 percent slopes (SPM)",9.961053091150745,3.6029340967992054,13.563987187949952
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,13,50,44,277.2792206135785,0.8318376618407356,406.48,1970.503222790789,5.8,0.0005,2,3,0.06087336399996889,102,Tahoe Old Forest,61826-Volcanic-102,"Aschoff cobbly loam, 60 to 80 percent slopes (SPM)","Aschoff cobbly loam, 60 to 80 percent slopes (SPM)",45.68199030074153,6.97251430906055,52.65450460980208
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,14,51,34,392.13203435596427,1.1763961030678927,15.79,1407.0614312856237,0.0,0.0109,1,1,0.21313291408639332,102,Tahoe Old Forest,61862-Volcanic-102,"Bull Run silt loam, 15 to 30 percent slopes (SPM)","Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.7650484370467682,0.0,0.7650484370467682
portland_BearCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_BearCreek_CurCond.202010.cl532.chn,15,52,24,120.0,0.36,423.55,1947.4828473615864,5.8,0.0055,2,3,0.05888666666666667,102,Tahoe Old Forest,61826-Volcanic-102,"Aschoff cobbly loam, 60 to 80 percent slopes (SPM)","Aschoff cobbly loam, 60 to 80 percent slopes (SPM)",108.33333333333334,16.11111111111111,124.44444444444444
portland_CampCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CampCreek_CurCond.202010.cl532.chn,1,48,204,157.27922061357856,0.47183766184073567,14.96,1456.6136363636363,0.0,0.0,1,1,0.04722377539880048,102,Tahoe Old Forest,61862-Volcanic-102,"Bull Run silt loam, 15 to 30 percent slopes (SPM)","Bull Run silt loam, 15 to 30 percent slopes (SPM)",1.907435698305462,0.0,1.907435698305462
portland_CampCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CampCreek_CurCond.202010.cl532.chn,2,49,194,162.42640687119285,0.4872792206135786,16.31,1838.9117106069898,0.0,0.0,1,1,0.12491206960993813,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",3.078317187651077,0.0,3.078317187651077
portland_CampCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CampCreek_CurCond.202010.cl532.chn,3,50,184,756.3961030678929,2.269188309203679,20.69,1935.0323827936202,0.0,0.0,1,1,0.11480539048490643,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)","Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.881372423737656,0.0,0.881372423737656
