ProjectName,Watershed,Scenario,Climate,ClimStation,WeppID,WeppChnID,TopazID,Length (m),Channel Area (ha),Contributing Channel Area (ha),Discharge (mm),Sediment Yield (tonne),Channel Erosion (tonne),Width,Order,Slope,Landuse,LanduseDesc,Soil,SoilDesc,ChannelType,Solub. React. P (kg/ha),Particulate P (kg/ha),Total P (kg/ha)
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,19,203,644,332.1320344,0.996396103,15.06,2377.789509,1.6,1.5937,1,1,0.276975647,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,1.405063705,1.605787091,3.010850796
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,20,204,634,549.411255,1.648233765,30.25,2379.507107,4.7,3.0728,1,1,0.158133506,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,1.759459163,2.851537264,4.610996426
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,21,205,624,284.5584412,0.853675324,242.5,2401.000536,25.2,3.4101,2,2,0.048567613,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,27.29374899,29.5194195,56.81316849
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,22,206,614,701.5432893,2.104629868,16.72,2418.55323,1.3,1.3379,1,1,0.204163258,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,0.760228686,0.617685808,1.425428787
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,23,207,604,409.7056275,1.229116882,262,2401.266832,28.1,1.5773,2,3,0.037536965,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,20.50252532,22.86194291,43.36446823
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,24,208,594,174.8528137,0.524558441,465.68,2385.644541,44.1,0.0047,2,3,0.014363813,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,84.07070887,84.07070887,168.1414177
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,25,209,574,577.2792206,1.731837662,11.22,2386.648841,0,0.0003,1,1,0.047813094,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,0.519679194,0,0.519679194
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,26,210,564,392.1320344,1.176396103,535.24,2374.47702,44.1,0.0006,2,3,0.01045122,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,42.75770709,37.48737342,80.33008589
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,27,211,554,704.5584412,2.113675324,63.61,2341.272284,0,0,1,1,0.016589115,102,Tahoe Old Forest,61768-Volcanic-102,"Cryofibrists, nearly level (GRV-SIL)",Default,2.696724486,0,2.696724486
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,28,212,544,102.4264069,0.307279221,11.89,2316.95122,0,0,1,1,0.018735,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,3.579806008,0,3.579806008
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,29,213,534,72.42640687,0.217279221,75.87,2337.095822,0,0,1,1,0.02,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,31.29613582,0,31.29613582
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,30,214,524,289.7056275,0.869116882,617.2,2370.212476,44.2,0.0033,2,3,0.005505692,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,66.61934795,50.85622071,117.3605093
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,31,215,514,584.5584412,1.753675324,676.19,2360.821456,44.3,0.0577,2,3,0.013617625,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,36.20966729,25.26123245,61.47089974
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,32,216,504,469.7056275,1.409116882,25.7,2482.859144,3.8,3.8062,1,1,0.302063368,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,2.199959449,2.696724486,4.896683934
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,33,217,494,144.8528137,0.434558441,13.33,2425.107277,0.2,0.2109,1,1,0.202048452,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.991542395,0.460237292,3.451779686
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,34,218,484,300,0.9,59.04,2454.136009,5.1,1.1164,1,1,0.106666667,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,7.222222222,5.666666667,12.88888889
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,35,219,474,259.7056275,0.779116882,13.71,2493.799416,0.2,0.24,1,1,0.204431601,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.053607149,0.256700894,2.43865849
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,36,220,464,319.7056275,0.959116882,26.49,2470.402794,1.2,1.1591,1,1,0.196644976,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,3.127877379,1.251150951,4.37902833
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,37,221,454,911.5432893,2.734629868,87.63,2489.998859,17.9,16.4626,1,1,0.146658402,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,3.693370031,6.545675599,10.23904563
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,38,222,444,1905.807358,5.717422074,214.01,2438.6631,58.5,35.4432,2,2,0.069037074,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,4.040282439,10.2318841,14.25467614
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,39,223,434,487.2792206,1.461837662,917.57,2376.246651,102.9,0.068,2,3,0.013247789,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,60.95068032,70.39085302,131.3415333
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,40,224,424,187.2792206,0.561837662,933.95,2374.611307,103.2,0.2795,3,4,0.016818646,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,161.9684941,183.6829515,345.4734582
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,41,225,414,120,0.36,10.63,2334.242709,0,0,1,1,0.03,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.5,0,2.5
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,42,226,404,259.7056275,0.779116882,13.98,2370.906295,0,0,1,1,0.028603424,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,1.540205362,0,1.540205362
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,43,227,394,120,0.36,35.51,2348.795269,0,0,1,1,0.030003333,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,8.333333333,0,8.333333333
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,44,228,384,1645.218613,4.935655839,49.84,2411.345706,3.5,3.4818,1,1,0.117223518,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,0.992775866,0.709125619,1.681640753
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,45,229,374,132.4264069,0.397279221,86.28,2384.780366,3.5,0.0047,2,2,0.033413333,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,20.13697064,8.809924653,28.94689529
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,46,230,364,349.7056275,1.049116882,12.27,2425.308883,2.1,2.0475,1,1,0.29949287,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,1.048500904,2.001683545,2.954866185
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,47,231,354,441.8376618,1.325512986,14.89,2426.676293,3.1,3.134,1,1,0.308369623,102,Tahoe Old Forest,61859-Volcanic-102,"Zygore-Rock outcrop complex, 60 to 90 percent slopes (SPM)",Default,0.980752368,2.338717186,3.319469555
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,48,232,344,626.9848481,1.880954544,61.44,2462.197103,4.8,4.8079,1,1,0.156677029,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,3.243034245,2.551895799,5.794930044
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,49,233,334,826.6904756,2.480071427,128.89,2441.614788,12.7,4.6629,1,1,0.068753564,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,4.878891741,5.120820257,9.959390578
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,50,234,324,240,0.72,15.14,2502.104359,1,1.0078,1,1,0.233331429,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.083333333,1.388888889,3.472222222
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,51,235,314,144.8528137,0.434558441,16.39,2498.320927,0.1,0.1457,1,1,0.175331579,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,3.681898332,0.230118646,3.912016978
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,52,236,304,162.4264069,0.487279221,21.71,2569.580838,0.4,0.422,1,1,0.160300969,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,4.9253075,0.820884583,5.746192084
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,53,237,294,754.2640687,2.262792206,34.19,2613.545774,7,6.9765,1,1,0.234476304,102,Tahoe Old Forest,61837-Volcanic-102,"Talapus-Lastance association, moderately steep (SPM)",Default,1.767727496,3.093523118,4.861250613
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,54,238,284,326.9848481,0.980954544,15.33,2603.433138,1.5,1.5494,1,1,0.288722945,102,Tahoe Old Forest,61837-Volcanic-102,"Talapus-Lastance association, moderately steep (SPM)",Default,1.936888932,1.529122841,3.567953296
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,55,239,274,384.8528137,1.154558441,17.05,2585.097361,1.5,1.5114,1,1,0.245785002,102,Tahoe Old Forest,61837-Volcanic-102,"Talapus-Lastance association, moderately steep (SPM)",Default,1.818877179,1.299197985,3.118075163
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,56,240,264,72.42640687,0.217279221,35.63,2591.344653,4.2,1.1572,1,1,0.2027,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,20.25044083,19.32996624,39.58040707
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,57,241,254,199.7056275,0.599116882,79.21,2598.338089,17.7,6.5032,2,2,0.169372863,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,15.85667218,29.54348395,45.40015612
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,58,242,244,542.1320344,1.626396103,131.36,2571.252436,36.5,18.3812,2,2,0.132473233,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,9.161359875,22.44225741,31.66510292
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,59,243,234,289.7056275,0.869116882,167.61,2558.451644,44.3,7.5461,2,2,0.087278881,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,21.17091541,50.97128004,72.14219545
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,60,244,224,42.42640687,0.127279221,182.76,2553.747975,43.5,0.4585,2,2,0.06128,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,156.3491661,341.7682776,498.1174436
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,61,245,214,127.2792206,0.381837662,11.62,2526.165232,0.8,0.7764,1,1,0.30995,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,2.880805405,2.095131204,4.975936608
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,62,246,204,1013.969696,3.041909089,250.93,2550.877017,70.2,25.859,2,2,0.0722429,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,9.106123554,23.07761276,32.21661041
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,63,247,194,1920.365799,5.761097398,62.11,2521.926421,18.3,18.2896,1,1,0.164599457,102,Tahoe Old Forest,61837-Volcanic-102,"Talapus-Lastance association, moderately steep (SPM)",Default,1.301835307,3.176478149,4.478313456
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,64,248,184,222.4264069,0.667279221,315.61,2543.81306,90.5,1.9719,2,2,0.038908445,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,53.20111717,135.6253832,188.8265004
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,65,249,174,42.42640687,0.127279221,452.87,2512.166781,103.3,0.0465,2,2,0.02357,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,380.2663134,811.60145,1191.867763
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,66,250,164,102.4264069,0.307279221,467.51,2509.618661,105.8,0.3637,2,3,0.030266866,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,161.7421442,344.3122506,506.0543947
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,67,251,154,192.4264069,0.577279221,17.03,2407.560188,0,0.0196,1,1,0.088825043,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,2.771622367,0,2.771622367
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,68,252,144,429.411255,1.288233765,539.52,2494.851609,108.9,2.9534,2,3,0.030602455,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,43.78087389,84.53434692,128.3152208
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,69,253,134,272.1320344,0.816396103,14.25,2426.859649,0.3,0.2543,1,1,0.187782276,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,1.714853849,0.367468682,2.082322531
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,70,254,124,814.2640687,2.442792206,625.21,2483.748165,125.7,16.4933,2,3,0.033329819,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,26.60889446,51.45750821,78.06640267
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,71,255,114,514.2640687,1.542792206,16.34,2437.620563,0.2,0.1849,1,1,0.156108487,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,1.231533315,0.129635086,1.296350858
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,72,256,104,879.411255,2.638233765,683.13,2473.038192,146.6,20.6044,2,3,0.03516438,102,Tahoe Old Forest,61788-Volcanic-102,"Lastance stony fine sandy loam, 30 to 60 percent slopes (SPM)",Default,26.57080693,55.56747925,82.13828618
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,73,257,94,589.7056275,1.769116882,19.41,2317.150953,0.1,0.1101,1,1,0.071071912,102,Tahoe Old Forest,61857-Volcanic-102,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",Default,0.904406043,0.056525378,1.017456799
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,74,258,84,174.8528137,0.524558441,704.38,2468.232304,147.4,0.7514,2,3,0.020034635,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,137.0676637,280.9982424,418.2565426
portland_BlazedAlder_CurCond.202203.cl532.chn_cs50,BlazedAlder,CurCond,CLIGEN,BonnevilleDam,75,259,74,524.5584412,1.573675324,26.96,2330.435831,0,0.0376,1,1,0.055317833,102,Tahoe Old Forest,61787-Volcanic-102,"Lastance stony fine sandy loam, 5 to 30 percent slopes (SPM)",Default,1.525092224,0,1.588637734
