ProjectName,Scenario,Watershed,WeppID,TopazID,Landuse,Soil,Length (m),Hillslope Area (ha),Runoff (mm),Soil Loss (kg/ha),Sediment Deposition (kg/ha),Sediment Yield (kg/ha),Width (m),Slope,LanduseDesc,SoilDesc,"Solub. React. P (kg/ha,3)","Particulate P (kg/ha,3)","Total P (kg/ha,3)",Particle Class 1 Fraction,Particle Class 2 Fraction,Particle Class 3 Fraction,Particle Class 4 Fraction,Particle Class 5 Fraction,Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (kg/ha)
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,11,63,102,61857-Volcanic-102-h_moderate,96.33250706524886,9.0,7.133222222222222,0.0,0.0,0.0,934.2640687119285,0.22353515427662277,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,12,72,102,61824-Volcanic-102-h_Rhododendron_Formation,173.27310322776393,4.5,5.271111111111111,0.0,0.0,0.0,259.7056274847714,0.2386280428011582,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.05777777777777778,0.0,0.05777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,13,73,102,61824-Volcanic-102-h_low,83.17108954932668,2.16,8.551851851851852,0.0,0.0,0.0,259.7056274847714,0.11760705069990898,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,14,81,102,61857-Volcanic-102-h_low,670.4836759371221,10.17,36.81514257620452,0.04228121927236971,0.0,0.04228121927236971,151.6815452037007,0.1806454515643161,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.09636184857423795,0.0,0.09636184857423795,0.037,0.201,0.259,0.321,0.182,0.31570000000000004,0.01334818092428712
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,15,82,102,61857-Volcanic-102-h_low,279.05562511117125,17.64,24.833333333333336,0.0,0.0,0.0,632.1320343559643,0.1926878402980762,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.08276643990929705,0.0,0.08276643990929705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,16,83,102,61858-Volcanic-102-h_Rhododendron_Formation,5.695012757370842,0.36,0.2777777777777778,0.0,0.0,0.0,632.1320343559643,0.26332999999999995,Tahoe Old Forest,"Zygore gravelly loam, 30 to 60 percent slopes (SPM)",0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,17,92,102,61824-Volcanic-102-h_Rhododendron_Formation,86.66617531383015,7.38,4.143360433604336,0.0,0.0,0.0,851.5432893255072,0.18338328216350896,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.058265582655826556,0.0,0.058265582655826556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,18,93,102,61824-Volcanic-102-h_Rhododendron_Formation,56.01594258089022,4.77,4.325157232704402,0.0,0.0,0.0,851.5432893255072,0.1242798611365128,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.05870020964360588,0.0,0.05870020964360588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,19,101,102,61857-Volcanic-102-h_low,338.02211198001095,10.17,54.69754178957719,0.0,0.0,0.0,300.86789116924416,0.1331523201476295,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11307767944936085,0.0,0.11307767944936085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,20,111,102,61857-Volcanic-102-h_low,258.4221301988707,11.61,46.6124031007752,0.0,0.0,0.0,449.2649290935508,0.14369939035811785,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1136950904392765,0.0,0.1136950904392765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,21,112,102,61857-Volcanic-102-h_low,141.73881815906896,25.02,31.839208633093524,0.0,0.0,0.0,1765.2186130069783,0.16775746715815168,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10071942446043165,0.0,0.10071942446043165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,22,113,102,61857-Volcanic-102-h_low,77.49748330999454,13.68,14.583845029239766,0.0,0.0,0.0,1765.2186130069783,0.17460032861613492,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.09941520467836258,0.0,0.09941520467836258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,23,122,102,61824-Volcanic-102-h_Rhododendron_Formation,179.55799825227064,38.16,6.175917190775682,0.0,0.0,0.0,2125.218613006978,0.260441355533028,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.05870020964360588,0.0,0.05870020964360588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,24,123,102,61824-Volcanic-102-h_Rhododendron_Formation,127.04575348038017,27.0,3.2203703703703703,0.0,0.0,0.0,2125.218613006978,0.32897273425192614,Tahoe Old Forest,"Aschoff cobbly loam, 5 to 30 percent slopes (SPM)",0.05814814814814815,0.0,0.05814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,25,132,102,61857-Volcanic-102-h_low,138.73237663840789,18.99,23.767245918904685,0.0,0.0,0.0,1368.8225099390852,0.21102612173881813,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10373880989994735,0.0,0.10373880989994735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,26,133,102,61857-Volcanic-102-h_low,131.49988306958093,18.0,19.351777777777777,0.0,0.0,0.0,1368.8225099390852,0.24494119737202813,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10166666666666667,0.0,0.10166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,27,141,102,61857-Volcanic-102-h_low,307.3590396223805,14.85,67.84882154882155,0.0,0.0,0.0,483.14830818851533,0.13904719528097267,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11851851851851852,0.0,0.11851851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,28,142,102,61857-Volcanic-102-h_low,78.36116248912244,0.9,17.945555555555554,0.0,0.0,0.0,114.85281374238569,0.1933325,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,29,143,102,61857-Volcanic-102-h_low,54.852813742385706,0.63,12.238095238095237,0.0,0.0,0.0,114.85281374238569,0.15258509837448214,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,30,151,102,61857-Volcanic-102-h_low,272.53811073794327,10.17,67.79518190757129,0.0,0.0,0.0,373.15882070448777,0.11582903140534972,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.12094395280235988,0.0,0.12094395280235988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,31,152,102,61857-Volcanic-102-h_low,18.639610306789276,0.54,6.6537037037037035,0.0,0.0,0.0,289.7056274847714,0.07929416666666667,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,32,153,102,61857-Volcanic-102-h_low,37.27922061357855,1.08,8.908333333333333,0.0,0.0,0.0,289.7056274847714,0.11903287966878788,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,33,161,102,61857-Volcanic-102-h_low,388.529489991929,10.8,71.29425925925926,0.0,0.0,0.0,277.97117794647585,0.11482268639484647,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.12222222222222222,0.0,0.12222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,34,162,102,61857-Volcanic-102-h_low,95.77053157451061,16.2,16.02135802469136,0.0,0.0,0.0,1691.543289325507,0.21811385707812697,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10679012345679012,0.0,0.10679012345679012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_DeerCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_DeerCreek_CurCond.202010.cl532.chn,35,163,102,61857-Volcanic-102-h_low,112.26434534567632,18.99,35.96487625065824,0.0,0.0,0.0,1691.543289325507,0.12375304921884006,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.1126908899420748,0.0,0.1126908899420748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,1,22,102,61863-Volcanic-102-h_low,104.20882304405376,4.14,7.77487922705314,0.0,0.0,0.0,397.27922061357856,0.2071003150932365,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.0676328502415459,0.0,0.0676328502415459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,2,23,102,61862-Volcanic-102-h_low,54.36982071863674,2.16,4.574074074074074,0.0,0.0,0.0,397.27922061357856,0.18606741199447302,Tahoe Old Forest,"Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.06944444444444443,0.0,0.06944444444444443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,3,32,102,61863-Volcanic-102-h_low,145.58441227157113,3.6,8.613333333333333,0.0,0.0,0.0,247.2792206135785,0.3319700726052744,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.06944444444444445,0.0,0.06944444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,4,33,102,61863-Volcanic-102-h_low,109.18830920367834,2.7,10.746296296296295,0.0,0.0,0.0,247.2792206135785,0.2572547852547815,Tahoe Old Forest,"Bull Run silt loam, 30 to 60 percent slopes (SPM)",0.07037037037037036,0.0,0.07037037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,5,42,102,61786-Volcanic-102-h_high,191.72170601268974,29.16,4.831069958847737,0.0,0.0,0.0,1520.9545442950496,0.387970620457042,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.06515775034293553,0.0,0.06515775034293553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,6,43,102,61862-Volcanic-102-h_high,238.4686651947962,36.27,40.22881169010201,0.0,0.0,0.0,1520.9545442950496,0.3239639065947634,Tahoe Old Forest,"Bull Run silt loam, 15 to 30 percent slopes (SPM)",0.061759029500964985,0.0,0.061759029500964985,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,7,51,102,61857-Volcanic-102-h_low,364.36948755482587,10.89,34.09550045913682,0.0,0.0,0.0,298.87244601845003,0.1522091053370297,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.10101010101010101,0.0,0.10101010101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,8,52,102,61786-Volcanic-102-h_high,5.147186257614296,0.18,0.2777777777777778,0.0,0.0,0.0,349.70562748477147,0.52333,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.05555555555555556,0.0,0.05555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,9,53,102,61857-Volcanic-102-h_low,61.766235091371556,2.16,1.399537037037037,0.0,0.0,0.0,349.70562748477147,0.43758208605219817,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.09722222222222221,0.0,0.09722222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,10,62,102,61786-Volcanic-102-h_high,272.00014156288654,9.99,6.9861861861861865,0.0,0.0,0.0,367.27922061357856,0.40823800984703384,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.07707707707707707,0.0,0.07707707707707707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,11,63,102,61786-Volcanic-102-h_high,178.88297598279925,6.57,4.670776255707763,0.0,0.0,0.0,367.27922061357856,0.4831347698099841,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.0745814307458143,0.0,0.0745814307458143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,12,72,102,61786-Volcanic-102-h_high,268.8755473577523,29.43,6.680937818552497,0.0,0.0,0.0,1094.5584412271571,0.5042099775060865,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.08834522595990486,0.0,0.08834522595990486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,13,73,102,61786-Volcanic-102-h_high,239.27456966699057,26.19,16.457731958762885,0.0,0.0,0.0,1094.5584412271571,0.2890582702573216,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.08858342878961435,0.0,0.08858342878961435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,14,82,102,61786-Volcanic-102-h_moderate,300.0,0.9,17.48111111111111,0.0,0.0,0.0,30.0,0.259275,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.09999999999999999,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,15,92,102,61786-Volcanic-102-h_high,480.0,1.44,35.81458333333333,0.0,0.0,0.0,30.0,0.4241371428571428,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.09722222222222224,0.0,0.09722222222222224,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,16,101,102,61785-Volcanic-102-h_low,454.1780330222541,10.17,51.43982300884956,0.0,0.0,0.0,223.92100146996066,0.2153424192647199,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.11602753195673549,0.0,0.11602753195673549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,17,102,102,61857-Volcanic-102-h_low,101.83320498157896,5.49,23.943715846994536,0.0,0.0,0.0,539.1168824543144,0.24004874447013538,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.12386156648451731,0.0,0.12386156648451731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,18,103,102,61785-Volcanic-102-h_low,58.428888104184644,3.15,4.454920634920636,0.0,0.0,0.0,539.1168824543144,0.22801172294915062,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,19,111,102,61785-Volcanic-102-h_low,360.18666666666667,10.53,36.3014245014245,0.0,0.0,0.0,292.3484119345525,0.23000971438792878,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.11396011396011396,0.0,0.11396011396011396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,20,112,102,61857-Volcanic-102-h_low,97.6758526888697,2.88,11.10625,0.0,0.0,0.0,294.8528137423857,0.35314353006437915,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,21,113,102,61857-Volcanic-102-h_low,67.15214872359792,1.98,4.8373737373737375,0.0,0.0,0.0,294.8528137423857,0.3517935487583172,Tahoe Old Forest,"Zygore gravelly loam, 5 to 30 percent slopes (SPM)",0.12121212121212122,0.0,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,22,121,102,61838-Volcanic-102-h_low,213.17220543806647,11.16,46.78790322580645,0.0,0.0,0.0,523.5204081632653,0.2235569840319842,Tahoe Old Forest,"Talapus-Lastance association, steep (SPM)",0.11917562724014337,0.0,0.11917562724014337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,23,122,102,61785-Volcanic-102-h_low,79.39560156855053,8.19,6.11953601953602,0.0,0.0,0.0,1031.543289325507,0.23759852382346774,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.11111111111111112,0.0,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,24,123,102,61785-Volcanic-102-h_low,116.91220450753595,12.06,13.572139303482587,0.0,0.0,0.0,1031.543289325507,0.2197567650410948,Tahoe Old Forest,"Kinzel-Divers-Goodlow association, steep (SPM)",0.11194029850746269,0.0,0.11194029850746269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,25,132,102,61786-Volcanic-102-h_moderate,270.2743494484445,31.32,27.4022349936143,0.0,0.0,0.0,1158.8225099390856,0.2578520520835563,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.10440613026819923,0.0,0.10440613026819923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
portland_CougarCreek_CurCond.202010.cl532.chn_cs140,cs140,portland_CougarCreek_CurCond.202010.cl532.chn,26,133,102,61786-Volcanic-102-h_high,175.52299705559903,20.34,7.112881022615536,0.0,0.0,0.0,1158.8225099390856,0.33937347320539846,Tahoe Old Forest,"Kinzel-Lastance-Rubble land association, very steep (SPM)",0.09636184857423795,0.0,0.09636184857423795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
